Date,Open,High,Low,Close,Volume
2019-02-05,54.7439,55.6027,54.7193,54.8266,2261.9075828825
2019-02-06,54.496,56.1545,54.3337,55.1266,1850.189573414
2019-02-07,54.7154,54.7154,53.0392,53.8114,3146.3388624815
2019-02-08,53.8114,53.8793,53.6166,53.8596,1842.0568719924
2019-02-11,52.8189,53.7288,52.5444,53.5645,4277.8009477616
2019-02-12,55.16,55.16,54.2796,54.2796,25161.561610753
2019-02-13,55.0223,55.825,55.0223,55.2417,4804.3933648102
2019-02-14,54.8826,55.825,54.3898,55.825,9377.0047391048
2019-02-15,56.5391,57.028,56.4496,56.973,74599.236964981
2019-02-19,56.6719,57.3408,56.6719,57.3074,3617.0189572566
2019-02-20,57.0625,58.4062,57.0625,58.0973,40109.466823653
2019-02-21,57.9655,58.0707,57.6861,57.7422,8017.8270140199
2019-02-22,58.3481,58.6295,58.0707,58.0934,11535.220378862
2019-02-25,57.0625,57.0625,56.0611,56.2716,3281.5450236156
2019-02-26,56.728,56.8116,56.2608,56.5441,2765.118483344
2019-02-27,58.0432,58.1376,57.8248,57.8927,73474.890993445
2019-02-28,57.9094,58.295,57.8533,58.1268,2407.2796207936
2019-03-01,57.937,57.937,56.5942,56.728,3051.7962084554
2019-03-04,57.8248,57.8248,56.973,57.4471,2619.7464454329
2019-03-05,57.8248,57.8248,57.4186,57.4854,11572.834122937
2019-03-06,56.9169,57.2248,56.3709,57.152,2780.3672985095
2019-03-07,57.6074,57.6645,57.2848,57.5297,10188.241705909
2019-03-08,56.0611,57.0841,55.7089,57.0684,5954.1540282889
2019-03-11,57.4963,57.8819,57.4186,57.7471,3398.4526065511
2019-03-12,58.3186,58.3186,56.9287,57.8366,1074.5331753289
2019-03-13,58.5764,59.3407,58.5764,59.2197,130528.841229
2019-03-14,59.3407,59.5345,59.2836,59.2944,3210.3838861766
2019-03-15,58.8439,59.3948,58.7918,59.2315,4016.5379145927
2019-03-18,59.565,59.9732,59.565,59.7637,1568.5947866911
2019-03-19,60.166,60.166,59.6397,59.6397,6772.5071088374
2019-03-20,59.5935,60.6106,59.5345,60.5634,9822.2701419374
2019-03-21,60.6106,60.7208,60.2535,60.2594,2032.1587677223
2019-03-22,59.6171,59.6171,58.7869,59.3476,4403.8578197964
2019-03-25,59.0377,59.5059,59.0377,59.4056,7815.5260661576
2019-03-26,60.5457,60.6047,60.1247,60.3824,2075.8720378634
2019-03-27,60.5575,60.5575,59.4528,59.8443,4693.5853079409
2019-03-28,59.4243,59.7971,59.2315,59.7971,3492.9952605772
2019-03-29,60.4995,60.6204,60.3873,60.5339,1192.4573459421
2019-04-01,61.2756,62.0419,61.2756,61.9966,2596.3649288458
2019-04-02,62.3744,62.9301,62.2347,62.9301,2750.8862558562
2019-04-03,62.8426,62.8426,62.5681,62.7668,990.1563980798
2019-04-04,62.7019,62.9232,62.3458,62.4619,1245.3199051825
2019-04-05,62.7541,63.601,62.7541,63.5735,2898.2914691227
2019-04-08,63.5558,65.9589,63.5558,64.6978,28342.464454276
2019-04-09,68.9365,68.9365,64.0614,64.2335,35050.926539418
2019-04-10,64.5817,64.8523,64.4401,64.749,886.4644549544
2019-04-11,64.2857,64.5562,63.7259,64.0023,10049.985781742
2019-04-12,64.4726,64.6083,64.1706,64.1892,10382.40995235
2019-04-15,63.8135,64.1332,63.4436,63.9473,2108.4028435498
2019-04-16,63.5902,64.5758,63.5902,64.5758,2519.1042653406
2019-04-17,64.6083,64.6083,64.1263,64.1263,1432.3720378793
2019-04-18,64.1892,64.3319,63.9237,64.3122,2146.0165876247
2019-04-22,65.8497,66.1704,65.7326,65.9776,7374.3270140358
2019-04-23,66.2609,66.7822,66.2028,66.557,11668.393364641
2019-04-24,66.5373,67.6892,65.9589,66.0415,5234.4099524773
2019-04-25,66.0671,66.1261,65.2133,65.3028,2404.2298577605
2019-04-26,64.5247,64.5247,62.7846,63.1583,3254.0971563177
2019-04-29,63.3098,63.8833,63.3098,63.8833,2108.4028435498
2019-04-30,64.4981,64.4981,64.0289,64.1578,2513.0047392744
2019-05-01,64.1892,64.1892,63.0875,63.8587,3702.4123221834
2019-05-02,62.3989,62.3989,61.3287,61.8599,81860.722746792
2019-05-03,62.0645,62.7019,62.0419,62.1294,2091.1208530289
2019-05-06,61.8717,63.1751,61.8196,63.1111,3581.4383885371
2019-05-07,61.6572,61.6572,61.4103,61.4103,1104.0142179822
2019-05-08,61.7448,62.5849,61.7448,62.2288,1638.7393364524
2019-05-09,61.9897,62.1009,61.4694,61.8432,2486.5734596542
2019-05-10,61.7969,62.1176,61.7969,61.8963,653.6658767611
2019-05-13,63.421,63.6482,61.0769,61.188,6843.6682462764
2019-05-14,61.9897,62.3458,61.7969,62.0478,818.3530805485
2019-05-15,61.7143,62.6606,61.6327,62.6085,1928.4668245969
2019-05-16,63.1869,63.6541,63.1869,63.4102,31981.848340442
2019-05-17,63.3689,63.7259,62.9537,63.0708,2019.9597155899
2019-05-20,63.3393,63.6138,63.0875,63.4564,3328.3080567898
2019-05-21,63.2567,63.48,63.1751,63.3157,2401.1800947274
2019-05-22,62.6439,62.6439,61.2638,61.4625,3609.9028435127
2019-05-23,59.7332,59.7332,57.8032,58.2911,82379.182462419
2019-05-24,58.5419,59.0023,57.7363,59.0023,1518.7819904838
2019-05-28,59.6751,59.6751,58.897,59.0318,852.9170615903
2019-05-29,57.8091,59.0957,57.2848,59.0957,868.1658767558
2019-05-30,59.2315,59.2315,56.5608,56.6719,3347.6232226661
2019-05-31,55.0902,55.3804,53.2468,53.415,631574.409937
2019-06-03,54.5196,54.5196,52.9162,52.9162,3944.360189476
2019-06-04,53.3579,53.7819,53.1494,53.7534,2521.137440696
2019-06-05,53.1641,53.1641,51.3453,51.909,2900.3246444781
2019-06-06,51.7043,53.4415,51.5391,53.3432,3311.0260662689
2019-06-07,52.9162,54.4242,52.9162,54.1734,15540.575829
2019-06-10,54.2393,54.3505,53.3579,53.5527,3317.1255923351
2019-06-11,54.018,54.018,53.3314,53.5251,1950.8317535063
2019-06-12,52.5011,52.5011,51.0138,51.2125,3978.9241705178
2019-06-13,53.3314,53.3314,52.1431,52.3939,4242.2203790421
2019-06-14,52.6693,53.1356,52.5749,52.7382,3908.7796207565
2019-06-17,52.4185,52.5572,52.147,52.147,675.0142179928
2019-06-18,54.2944,54.2944,53.9098,54.2432,801.0710900276
2019-06-19,53.5104,54.5934,53.5104,54.5442,14001.462084962
2019-06-20,56.305,57.1077,56.305,57.1077,4665.1208529653
2019-06-21,57.2189,57.636,57.2189,57.6074,4795.2440757109
2019-06-24,57.636,57.8248,56.8608,57.8248,4653.9383885106
2019-06-25,58.3127,58.3127,57.8366,57.8366,900.6966824422
2019-06-26,59.1843,59.7912,59.1607,59.2069,1393.7417061267
2019-06-27,59.4184,59.6515,59.1843,59.2885,2365.5995260079
2019-06-28,59.1843,59.4302,57.8819,57.9596,5601.398104127
2019-07-01,59.6859,59.6859,58.5931,59.1321,4816.5924169426
2019-07-02,58.7633,58.7633,56.3827,56.4378,4213.7559240665
2019-07-03,56.9395,56.9395,56.3621,56.7723,1310.3815165553
2019-07-05,57.1077,57.8474,57.1077,57.6645,2998.933649215
2019-07-08,58.0599,58.2026,57.33,57.5523,751.2582938203
2019-07-09,57.7363,58.0707,57.7363,58.0707,1577.7440757904
2019-07-10,59.441,60.5113,58.0816,60.3716,5542.4360188204
2019-07-11,60.5919,60.6795,60.1473,60.4749,1764.7962084872
2019-07-12,60.3185,60.6165,60.2948,60.2948,611.9857819754
2019-07-15,60.7916,60.7916,59.4528,59.4528,1645.8554501963
2019-07-16,59.9614,59.9614,57.274,58.1475,7130.3459713878
2019-07-17,58.295,58.295,56.5775,56.6778,3594.6540283472
2019-07-18,56.8608,56.8608,55.2023,55.7591,4259.502369563
2019-07-19,55.3332,56.2381,55.1403,56.2381,11211.945497353
2019-07-22,56.249,56.3827,56.1053,56.2716,1534.0308056493
2019-07-23,56.1053,56.8952,56.1053,56.8952,428.9999999894
2019-07-24,56.9287,57.6074,55.7256,55.8486,576.4052132559
2019-07-25,56.606,56.606,55.8752,55.8752,334.4573459633
2019-07-26,56.0483,56.2716,56.0483,56.1368,162.654028432
2019-07-29,56.4221,57.0123,56.4221,57.0123,155.5379146881
2019-07-30,57.1618,58.1603,57.0625,58.1603,3169.7203790686
2019-07-31,58.3717,58.4829,57.992,57.992,2694.9739335827
2019-08-01,57.0792,57.2464,53.9757,54.4567,4523.815165765
2019-08-02,55.5584,55.8309,55.2495,55.2495,1707.867298536
2019-08-05,54.5305,55.5033,54.5305,54.8639,42967.094785668
2019-08-06,54.7793,54.7793,53.7032,53.7032,783.7890995067
2019-08-07,51.6847,52.4824,51.0138,52.326,4602.0924169479
2019-08-08,52.3152,52.7146,52.2129,52.7146,1460.8364928549
2019-08-09,54.1999,54.557,54.1714,54.3652,1561.4786729472
2019-08-12,54.7243,54.8069,54.5846,54.7636,1015.5710900223
2019-08-13,54.5846,57.3841,50.7216,57.1284,5774.218009336
2019-08-14,55.1502,55.1699,54.4744,55.1148,1893.9028435551
2019-08-15,54.3652,54.8354,54.0593,54.557,4236.1208529759
2019-08-16,54.8944,54.9466,54.8639,54.9082,690.2630331583
2019-08-19,55.7797,56.2155,55.4414,56.2155,1026.753554477
2019-08-20,55.5033,56.0266,55.3332,55.9991,1252.4360189264
2019-08-21,55.9155,55.9696,55.9155,55.9204,2053.507108954
2019-08-22,56.3621,56.3621,55.0439,55.4699,1674.3199051719
2019-08-23,54.3426,54.5846,53.6737,53.9757,1205.6729857522
2019-08-26,55.2053,55.2053,53.8114,53.8763,7300.1161135637
2019-08-27,54.0868,55.1551,54.0868,55.0587,3086.3601894972
2019-08-28,56.4939,57.5523,55.7797,55.943,5156.1327012944
2019-08-29,56.187,56.911,56.187,56.6385,10141.478672735
2019-08-30,56.5273,56.5273,54.6957,55.1964,3770.5236965893
2019-09-03,53.4819,54.1429,53.2025,54.0317,2722.4218008806
2019-09-04,55.641,56.4713,55.5584,56.4713,342.5900473849
2019-09-05,56.9395,57.636,56.1053,56.2716,6106.6421799439
2019-09-06,55.2495,56.7172,55.224,56.667,1766.8293838426
2019-09-09,57.4422,58.2665,57.4422,58.1848,65127.689571851
2019-09-10,58.3186,58.6295,57.3841,57.6202,2190.7464454435
2019-09-11,57.7137,57.7137,55.9155,56.1053,33578.907582109
2019-09-12,54.5305,55.3056,54.4459,55.224,37746.917060679
2019-09-13,55.3332,55.3332,54.8639,55.0725,1509.6327013845
2019-09-16,60.2063,62.7786,60.0145,61.8658,19571.34597108
2019-09-17,62.1648,62.1648,58.8164,59.0741,13701.568720041
2019-09-18,58.237,58.8164,58.1848,58.1848,6706.4289097869
2019-09-19,58.8439,59.0269,58.4308,58.5931,2921.6729857098
2019-09-20,58.9265,59.0957,58.3186,58.6521,1626.54028432
2019-09-23,58.5183,58.9265,58.4062,58.6757,777.6895734405
2019-09-24,58.4062,58.4062,57.274,57.274,1374.4265402504
2019-09-25,56.0483,56.8175,56.0483,56.7782,669.9312796043
2019-09-26,56.0758,56.8008,55.7197,56.8008,3460.4644548908
2019-09-27,55.7414,56.8274,55.7414,56.0808,6244.8981041111
2019-09-30,55.4355,55.7984,54.3534,54.4931,4050.0853079568
2019-10-01,54.8895,54.8895,53.6048,53.8448,2097.2203790951
2019-10-02,53.8291,53.8291,52.5769,52.8307,4303.2156397041
2019-10-03,52.0752,52.7244,51.3837,52.5218,21513.028435487
2019-10-04,58.5705,58.5705,52.5218,53.1415,4117.180094685
2019-10-07,53.1799,53.1799,53.1799,53.1799,96.5758293815
2019-10-08,52.3546,52.8995,52.3546,52.5385,14813.715639444
2019-10-09,53.8566,53.8566,52.8277,52.9192,4217.8222747773
2019-10-10,53.5232,53.9924,53.5232,53.954,1763.7796208095
2019-10-11,54.3396,55.0774,54.2708,55.0105,18332.125591964
2019-10-14,53.773,53.8655,53.2999,53.8035,2472.3412321664
2019-10-15,53.5792,53.8006,53.2448,53.2448,677.0473933482
2019-10-16,52.9959,53.9117,52.9959,53.6638,1902.0355449767
2019-10-17,53.1051,54.3819,53.0786,54.3682,4273.7345970508
2019-10-18,54.4655,54.4655,53.7455,54.0947,1408.9905212922
2019-10-21,53.1887,53.9639,53.1887,53.9245,2708.1895733928
2019-10-22,54.4636,55.0489,54.1862,54.6101,2937.938388553
2019-10-23,54.3268,56.2991,54.3268,56.066,2554.6848340601
2019-10-24,56.4113,56.6719,56.2716,56.4831,2007.7606634575
2019-10-25,56.2155,56.9956,55.9932,56.968,2395.0805686612
2019-10-28,56.9956,57.1284,55.9932,56.0709,1664.1540283949
2019-10-29,55.1886,56.0758,55.16,55.7256,1970.1469193826
2019-10-30,55.6361,55.6361,54.8826,55.1718,1867.4715639349
2019-10-31,54.7715,54.7715,54.0485,54.3396,3714.6113743158
2019-11-01,55.16,56.5775,55.16,56.3493,1967.0971563495
2019-11-04,57.3841,57.5632,56.8451,56.8451,64599.063979447
2019-11-05,57.3841,57.6861,57.3841,57.4235,5066.6729856568
2019-11-06,57.6645,58.0147,56.4664,56.8392,22885.421800382
2019-11-07,57.7137,58.0973,57.1903,57.1903,3187.0023695895
2019-11-08,56.4113,57.7697,56.2204,57.6861,2146.0165876247
